"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000938.13",904.108284556535,-2.09000083864176,0.5194396114104,-4.02356846249541,5.73229103946992e-05,0.0117951585621935
"ENSG00000005073.6",71.1483836148614,4.13174525467316,1.14870987433881,3.59685708895936,0.000322085322370571,0.0299813231881477
"ENSG00000005844.19",1017.30434507417,-2.37447760794707,0.634775147648236,-3.74065937638583,0.000183538119256807,0.0217560837917055
"ENSG00000006555.11",1394.64401963925,1.37145184910024,0.366127043791514,3.74583596693064,0.00017979404821772,0.0214865664522898
"ENSG00000006611.17",4384.14545396141,1.9359700204048,0.554711359687411,3.49004935016249,0.000482931357140667,0.0364087670822828
"ENSG00000007129.18",91.8686836858968,-1.95457207828497,0.52915751321939,-3.69374341184986,0.000220976783110505,0.0240935124437657
"ENSG00000007264.15",201.051703746792,-2.05367147841373,0.544178969111449,-3.77388983217602,0.000160721756976386,0.0200631817227853
"ENSG00000010327.10",3491.25065148039,-1.46569708689658,0.422932698870414,-3.46555631856139,0.000529135691598673,0.037954849018364
"ENSG00000010671.16",551.4983679975,-2.18259800992839,0.60505728605258,-3.6072584534396,0.000309449386469921,0.0292024184811115
"ENSG00000011426.11",1318.21476604598,2.13525880066453,0.590477443366541,3.61615642502886,0.000299009729908337,0.0286451524473441
"ENSG00000015285.11",806.155887464162,-1.85116616971753,0.529952112193635,-3.49308197311448,0.000477479912006577,0.0362977576441222
"ENSG00000016490.16",288.232934114249,6.75076062378451,1.831120964493,3.68668195858576,0.000227197008768617,0.0246734148371855
"ENSG00000019102.12",4395.35069706528,2.81086884153476,0.76852556895924,3.6574825289695,0.000254704614664545,0.0260093327967336
"ENSG00000019186.10",171.157397118539,3.98077780304928,1.19598264250128,3.32845784009362,0.000873282214556003,0.0488734445107447
"ENSG00000028277.21",488.479209304161,-2.25547723685481,0.608138538718747,-3.70882141692047,0.000208226218805788,0.0232592935920735
"ENSG00000043355.12",75.1023190598046,8.04093252368884,1.48290194829138,5.42243034541407,5.87941274978863e-08,0.000134084907269555
"ENSG00000053747.17",12974.4426758866,2.38129376399491,0.626210301496161,3.80270614888552,0.000143124082683154,0.0192949594620191
"ENSG00000060140.9",577.596826067414,2.73980837301154,0.589648530921104,4.64651097956884,3.37596173107411e-06,0.00236897294087962
"ENSG00000064270.13",882.614765276031,2.22734734906481,0.601607295884708,3.70232768834581,0.000213630447773497,0.0236697346729445
"ENSG00000066336.12",1424.81154755463,-1.56119095436454,0.46888717115464,-3.32956636565699,0.000869813325232462,0.0488734445107447
"ENSG00000069764.10",266.419874393914,3.03163561105502,0.800828470895308,3.78562416451768,0.000153323254563725,0.0196344061631927
"ENSG00000073861.3",60.5870048181017,-2.93543374778658,0.625291527898613,-4.6945042701147,2.67254028578982e-06,0.00197674081084352
"ENSG00000074211.14",765.394507681346,3.89957551324902,0.864876736611422,4.5088222959118,6.51884813261121e-06,0.00339418493934337
"ENSG00000076356.7",4097.67118277017,1.56558659690949,0.35631114678492,4.39387487884158,1.11347918076851e-05,0.00461705829395329
"ENSG00000079385.23",3471.17580947458,1.89628986133422,0.548295573014302,3.45851754904603,0.000543156886538774,0.0385092603987218
"ENSG00000086159.13",73.808274105885,3.40277329264873,0.919769959922335,3.69959168152878,0.000215946620376393,0.0237341813648223
"ENSG00000086288.12",18.5275744003175,-1.76446044789003,0.504040327052198,-3.50063348742193,0.000464153715963933,0.0355812177725069
"ENSG00000086300.16",788.203235810654,-1.53242222422505,0.438943354191558,-3.49116169453676,0.000480925099966931,0.036394462866303
"ENSG00000088836.14",995.372679733287,2.64418194808769,0.6369914195896,4.15104798396072,3.30956364036113e-05,0.0088704820373346
"ENSG00000089356.18",205.438812331209,3.64094479744933,0.686655082710103,5.30243624365116,1.1426737974833e-07,0.000240550413967119
"ENSG00000090402.8",133.068763079109,21.8832034982902,2.11245265554612,10.3591450633637,3.80346362981951e-25,1.0408938915727e-20
"ENSG00000092607.15",264.739342038515,2.86224131640825,0.80213374639964,3.56828437807954,0.000359326386412123,0.0310210890124308
"ENSG00000093100.13",5.51703752515137,-1.80054358354701,0.526033600480315,-3.42286801052813,0.000619641573767787,0.0408395605788465
"ENSG00000094804.12",535.065381902677,1.65149263566652,0.481152554067652,3.4323680124003,0.000598335041086619,0.040035782565813
"ENSG00000095539.15",1469.19455332036,1.82160646923525,0.520022178967261,3.50293995700889,0.000460153176024158,0.0355588598259482
"ENSG00000096996.16",260.611148764097,-1.75272094263254,0.48181539492497,-3.63774375226321,0.00027503685716779,0.026978256882118
"ENSG00000099812.9",7359.99748762511,2.32053075152085,0.591261989329678,3.92470815543489,8.68349466152405e-05,0.0145792146258852
"ENSG00000099834.19",2314.59866312141,2.83143221771069,0.84435240643419,3.35337732934072,0.000798317923963231,0.046291220877548
"ENSG00000100027.17",99.0673670365249,-1.19712760300536,0.333158479492304,-3.59326769899313,0.000326556785967183,0.0300752839168985
"ENSG00000100055.21",899.05671287587,-1.76469832260987,0.457293700584371,-3.85900422497573,0.000113849969753055,0.0172139896255903
"ENSG00000100292.18",1831.72429564986,-1.90051710075581,0.43990113065767,-4.32032783801773,1.55797566286448e-05,0.00567955858901884
"ENSG00000100994.12",15702.9434256318,1.59784943499989,0.437261601891154,3.65421850006768,0.000257966515862473,0.0261472949615122
"ENSG00000101188.5",625.086691352444,4.68983836923086,1.14154949417315,4.10830927013622,3.98566157161869e-05,0.0100995926139341
"ENSG00000101213.7",2612.55117515666,2.3037412894271,0.657784606654041,3.50227303303062,0.000461306627568815,0.0355588598259482
"ENSG00000101842.14",3227.27529825619,3.71319566223067,1.05746683858839,3.51140624625866,0.000445742657394212,0.0350586608449713
"ENSG00000102445.20",341.961968339685,-2.06688934996439,0.600224893184037,-3.44352487448509,0.000574183772490287,0.0392908253404721
"ENSG00000103269.14",187.342671261073,2.41192712442932,0.65534855595977,3.68037299006023,0.000232893039901761,0.0247999370544416
"ENSG00000103355.13",123.948007643254,5.13621804450643,1.20131862214451,4.2754835809817,1.90722857404783e-05,0.00644384251678606
"ENSG00000103460.17",1036.16096357822,2.26285938317067,0.555247685806113,4.07540533894425,4.59342652058818e-05,0.0109008080176189
"ENSG00000104081.14",1165.25352365114,-1.53283258947578,0.345851644179011,-4.43205234173297,9.33403507642884e-06,0.00437730756479297
"ENSG00000104369.5",395.321449355263,2.5725089744776,0.579762462550199,4.43717753502341,9.1146117089821e-06,0.00437613295859146
"ENSG00000104413.18",4019.38645566332,1.59209947355043,0.451073940663353,3.52957537562263,0.000416227119584983,0.0337008508333794
"ENSG00000104827.12",15.7445756801532,6.50888376301755,1.86725217688423,3.48580863559551,0.000490651861923382,0.0366876215990634
"ENSG00000104951.16",475.401115389958,-2.03945605382972,0.596426191447873,-3.41946092085389,0.000627453444082196,0.0410654906032679
"ENSG00000104972.15",353.067546472446,-2.15578935467323,0.576465895842034,-3.73966503521307,0.000184265636847576,0.0217560837917055
"ENSG00000105219.10",54.1806651294347,3.40227348355754,0.984463910997073,3.45596567385766,0.000548325143956045,0.0387717125016977
"ENSG00000105374.10",292.531795968259,-2.3677584376857,0.566993409949135,-4.1759893433296,2.9669370931313e-05,0.00837073891007467
"ENSG00000105383.15",181.609614490234,-1.80770318370225,0.481244594940616,-3.75630854394389,0.000172438078060649,0.0208292641399005
"ENSG00000105501.12",6.25322577184142,-2.16210622265388,0.641892886636721,-3.36832868484104,0.000756253795830092,0.045090190916083
"ENSG00000105523.3",2522.24134482839,2.6041070926087,0.67021425410355,3.88548449494236,0.000102126011272623,0.0160912312035378
"ENSG00000105609.17",219.47130455935,-2.55582321136878,0.675200082617834,-3.78528272902388,0.000153533924760596,0.0196344061631927
"ENSG00000105610.6",2.42290474303433,-2.21760739812129,0.556714882129274,-3.98338084593604,6.79417437972312e-05,0.0127319574456664
"ENSG00000106089.12",1727.72169935736,1.88163649263755,0.534196027355257,3.52237080824676,0.000427705447310779,0.0342251899899242
"ENSG00000106384.12",76.6727517601614,4.96747499956992,1.17058171837841,4.24359523267739,2.19966960533658e-05,0.0071876893234006
"ENSG00000106789.13",3192.88684381147,1.95564768871753,0.512994564066735,3.81221912609414,0.000137724693471131,0.0188455584311223
"ENSG00000107099.16",1776.65481626108,-1.82911161380406,0.505095771550412,-3.62131642517919,0.000293107753400155,0.028444964139369
"ENSG00000107159.13",3557.88553907288,3.70208106957186,1.03610107559312,3.57308872346512,0.000352795159581734,0.0309047924130914
"ENSG00000107551.21",2470.54051955171,-1.52183177463408,0.413341805552414,-3.6817756011885,0.000231615231325036,0.0247999370544416
"ENSG00000107798.18",5025.6888678563,-1.33305772299833,0.373137651543282,-3.57256287990464,0.000353504563958683,0.0309047924130914
"ENSG00000108602.18",706.077203272433,4.00314086880055,0.962247353735867,4.16019940533856,3.17969857580005e-05,0.00884124050401906
"ENSG00000108691.9",2021.37595388117,-2.23562831896548,0.654981660075202,-3.41326857718244,0.000641886491898933,0.041332959114819
"ENSG00000108798.9",728.420482691297,-1.5348379007168,0.399773403895953,-3.83926966066074,0.000123400838650309,0.0178683108536667
"ENSG00000109255.11",490.768845467657,3.70102310429174,0.894822696410712,4.13604071414056,3.53349524952937e-05,0.00912275136734625
"ENSG00000110031.13",980.642868743226,-1.4053772777877,0.411339649764787,-3.4165859736384,0.000634116377073413,0.0410731287649937
"ENSG00000110245.12",67.5248948828931,21.7445265458439,2.14276544215786,10.1478799863163,3.38639675682049e-24,4.63377600219532e-20
"ENSG00000110723.12",535.969923987543,1.3803095567435,0.400665290886683,3.44504400091368,0.00057096643941589,0.0392908253404721
"ENSG00000111261.14",2733.34202646968,1.30322002008122,0.380367114981958,3.42621632825182,0.000612052705665001,0.0404590492655412
"ENSG00000111291.8",69.664985673293,2.65293714076493,0.654737527051201,4.05190940057033,5.08013380454532e-05,0.0113957394941797
"ENSG00000111679.17",3234.23451398375,-1.35934844704153,0.308363902071296,-4.40826062295463,1.04204106557178e-05,0.00460728196334343
"ENSG00000111700.13",89.7512672796387,6.41387963117437,1.52237910038537,4.21306337531222,2.5193033783956e-05,0.00766064172850583
"ENSG00000111701.7",272.059424536786,3.86878329307172,1.10983509978726,3.48590821628666,0.000490469256488796,0.0366876215990634
"ENSG00000112761.21",186.291756556813,4.94371554039704,1.31140288879792,3.76979155881579,0.000163383943589279,0.0200631817227853
"ENSG00000112799.9",486.951535826842,-1.99509388707492,0.556491312315846,-3.58513033882292,0.000336909904015638,0.0303829895602775
"ENSG00000113303.12",539.237971105847,3.65826158388968,1.08586496472102,3.36898390015702,0.000754458355803114,0.0450813576927158
"ENSG00000114248.10",206.163420474755,5.30726235484658,1.07504581682357,4.93677783010952,7.9423861674509e-07,0.000905663676019287
"ENSG00000114346.14",1659.482679153,1.64701757541256,0.466199139005399,3.5328627567317,0.000411085817987278,0.0335826435249488
"ENSG00000114771.14",539.393352909473,3.79704298899399,0.957156475402902,3.96700339659267,7.27819556623601e-05,0.0131041038198145
"ENSG00000115507.10",107.589815265899,2.25027789358414,0.614400104422699,3.66256105327088,0.000249706212875794,0.0257544687657094
"ENSG00000115616.3",564.730372094509,3.6772656869431,0.909305841709177,4.04403614083368,5.25388150507709e-05,0.0114113472340829
"ENSG00000115648.14",9777.54570545375,2.27534417065975,0.547596442434652,4.15514783212143,3.25077290302871e-05,0.0088704820373346
"ENSG00000115956.10",1006.12919081278,-2.16577484123326,0.598214236337478,-3.62040003342792,0.000294147883563163,0.0284450357931911
"ENSG00000117009.12",76.4806373824575,-2.26163867814423,0.537575056819466,-4.20711238264121,2.58654529809041e-05,0.0076941288231348
"ENSG00000117245.13",95.914293747537,-1.79418088441087,0.498105519366525,-3.60200964384545,0.000315766647218179,0.0295944720356846
"ENSG00000117472.10",14260.4645613666,2.87648240320828,0.609377831694399,4.72035944466524,2.35428243374713e-06,0.00192302419738738
"ENSG00000117650.13",411.826473577131,1.98948101662526,0.533416608860455,3.72969454564868,0.00019171203670395,0.0220444676826765
"ENSG00000117983.17",16694.8616676539,4.78856734616552,1.0013228367343,4.78224122180504,1.73351476447104e-06,0.00151521720960497
"ENSG00000118526.7",137.491658178629,-1.62873044867463,0.478095845398846,-3.40670278637514,0.000657526852641163,0.0417506667661965
"ENSG00000119946.11",438.183213710685,2.5434284251803,0.665856608923755,3.81978400618614,0.000133568586614447,0.0185166360562109
"ENSG00000121057.13",4071.54601189394,1.08195547198698,0.320358601964096,3.37732611315442,0.000731942152459435,0.0443165063857464
"ENSG00000121075.11",12.3202419617262,3.69620680812158,1.11361106945173,3.3191182357242,0.000903021855744375,0.049724344318222
"ENSG00000121210.16",873.251639511169,-1.88726242380562,0.489453539400798,-3.85585611683605,0.000115325308434511,0.0172518704013322
"ENSG00000121957.15",426.858204158987,1.21030544178965,0.354003499669117,3.41890812639114,0.0006287295122874,0.0410654906032679
"ENSG00000122122.10",907.476190000622,-2.26671383214913,0.635114094423798,-3.56898681992814,0.000358364451520291,0.0310210890124308
"ENSG00000122133.17",131.246684401887,4.55566290921255,1.19075801828688,3.82585112949033,0.00013032103195522,0.0184082769547307
"ENSG00000122223.13",58.9448789383228,-2.20930366402262,0.56478821569511,-3.91173824564227,9.1634198459846e-05,0.0151985036924279
"ENSG00000123329.20",627.971143143896,-2.00424321670697,0.580166430515688,-3.45460045822622,0.000551108859690883,0.0387717125016977
"ENSG00000123338.13",1753.40140910308,-1.91779708926266,0.559229779453777,-3.4293543722508,0.000605019013221337,0.0403607465327799
"ENSG00000123843.13",730.470678112818,2.72791664185556,0.802613129579478,3.39879394109193,0.000676836890799514,0.04238671668309
"ENSG00000124102.5",1715.62546791052,3.74166062177557,0.96329259997802,3.88424101032329,0.000102650046245887,0.0160912312035378
"ENSG00000124635.9",102.288496457993,2.66331860971364,0.744480470026207,3.57741904179151,0.00034700364394501,0.0306320020309256
"ENSG00000124664.11",1620.41922618422,4.03336512765837,0.834550995430623,4.83297623481616,1.34506849410105e-06,0.00134847246581653
"ENSG00000126233.2",11.4057934750534,6.04156065844673,1.81162085668781,3.33489241755173,0.000853324057310659,0.048450040407512
"ENSG00000126838.10",11.1107459637744,-2.33222758818644,0.541926721922968,-4.30358477233008,1.68056501743892e-05,0.0058964131836219
"ENSG00000127084.19",843.963075058367,-1.66514625255342,0.48967147477813,-3.40053758146295,0.000672534905066336,0.0423109488435642
"ENSG00000128298.17",2363.71137743513,2.97476607163709,0.695179638053088,4.27913291587219,1.87622800028763e-05,0.00641834146048395
"ENSG00000128408.9",70.492782459126,2.12793262823255,0.594676815244306,3.57830097572974,0.000345835068940198,0.0306320020309256
"ENSG00000128710.6",14.6897206345504,4.89525281370409,1.47570728829682,3.31722479961044,0.000909164329417367,0.0498619242548398
"ENSG00000128815.19",879.545702018131,-2.59081601396754,0.728835876630099,-3.55473172636154,0.000378364934473868,0.0319589912399579
"ENSG00000130720.13",560.010713384354,5.33979255301802,1.07511653978593,4.96671044990272,6.80981468717688e-07,0.000810279124104216
"ENSG00000130762.15",3074.0438621191,1.62567356428114,0.483641679204692,3.36131817041581,0.000775714121208476,0.0455557260839321
"ENSG00000131187.10",330.834245339589,2.12812905910428,0.62876092080682,3.38463951667588,0.000712717882549373,0.0438814223181611
"ENSG00000132437.18",472.133655617615,3.91841405083162,0.864353024136216,4.53334915412305,5.80557307472237e-06,0.00317762236671854
"ENSG00000132911.5",230.971761273033,4.04028397682998,1.21759873426409,3.31823930424165,0.000905868388070668,0.0497809240488554
"ENSG00000133048.13",1765.79584890741,-2.63535092431199,0.774643699734686,-3.40201685654268,0.000668905119091291,0.0421795539036206
"ENSG00000133710.16",464.00436895268,3.20248764654426,0.82376737522564,3.88761165209664,0.000101235424696755,0.0160912312035378
"ENSG00000134061.5",395.073536239974,-2.26231070576043,0.659884836561893,-3.42834170511848,0.000607280567984637,0.0403607465327799
"ENSG00000134398.15",4480.92900854656,3.82925976350664,0.838498736864097,4.56680445080656,4.95215587703261e-06,0.00288352446567556
"ENSG00000134762.17",275.862757258272,3.30071918360076,0.99226947204417,3.32643427677056,0.000879647614007591,0.0491292168419301
"ENSG00000135218.19",1561.99686947604,-2.94122632912637,0.733329664159861,-4.01078324370798,6.05176507829679e-05,0.0120013518041846
